,Referee,B365H lag 7 matches,B365H lag 6 matches,B365H lag 5 matches,B365H lag 4 matches,B365H lag 3 matches,B365H lag 2 matches,B365H lag 1 match,B365H most recent match,B365D lag 7 matches,B365D lag 6 matches,B365D lag 5 matches,B365D lag 4 matches,B365D lag 3 matches,B365D lag 2 matches,B365D lag 1 match,B365D most recent match,B365A lag 7 matches,B365A lag 6 matches,B365A lag 5 matches,B365A lag 4 matches,B365A lag 3 matches,B365A lag 2 matches,B365A lag 1 match,B365A most recent match,HICT lag 7 matches,HICT lag 6 matches,HICT lag 5 matches,HICT lag 4 matches,HICT lag 3 matches,HICT lag 2 matches,HICT lag 1 match,HICT most recent match,AICT lag 7 matches,AICT lag 6 matches,AICT lag 5 matches,AICT lag 4 matches,AICT lag 3 matches,AICT lag 2 matches,AICT lag 1 match,AICT most recent match,DifICT lag 7 matches,DifICT lag 6 matches,DifICT lag 5 matches,DifICT lag 4 matches,DifICT lag 3 matches,DifICT lag 2 matches,DifICT lag 1 match,DifICT most recent match
385,P Bankes,2.25,2.45,2.25,4.2,1.18,1.83,8.0,2.45,3.5,3.2,3.4,3.6,6.75,4.0,4.75,3.4,3.1,3.0,3.2,1.85,16.0,4.0,1.4,2.9,7500.0,7600.0,8400.0,7600.0,8500.0,7952.7,7442.7,7648.5,7600.0,7800.0,8100.0,8000.0,7600.0,7545.6,8051.5,7537.5,-100.0,-200.0,300.0,-400.0,900.0,407.09999999999945,-608.8000000000002,111.0
386,A Madley,2.45,2.25,4.2,1.18,1.83,8.0,2.45,2.5,3.2,3.4,3.6,6.75,4.0,4.75,3.4,3.25,3.0,3.2,1.85,16.0,4.0,1.4,2.9,2.9,7600.0,8400.0,7600.0,8500.0,7952.7,7442.7,7648.5,7646.3,7800.0,8100.0,8000.0,7600.0,7545.6,8051.5,7537.5,7941.8,-200.0,300.0,-400.0,900.0,407.09999999999945,-608.8000000000002,111.0,-295.5
387,A Marriner,2.25,4.2,1.18,1.83,8.0,2.45,2.5,1.9,3.4,3.6,6.75,4.0,4.75,3.4,3.25,3.6,3.2,1.85,16.0,4.0,1.4,2.9,2.9,4.0,8400.0,7600.0,8500.0,7952.7,7442.7,7648.5,7646.3,7841.8,8100.0,8000.0,7600.0,7545.6,8051.5,7537.5,7941.8,7626.7,300.0,-400.0,900.0,407.09999999999945,-608.8000000000002,111.0,-295.5,215.10000000000036
388,S Hooper,4.2,1.18,1.83,8.0,2.45,2.5,1.9,1.4,3.6,6.75,4.0,4.75,3.4,3.25,3.6,4.75,1.85,16.0,4.0,1.4,2.9,2.9,4.0,7.5,7600.0,8500.0,7952.7,7442.7,7648.5,7646.3,7841.8,8179.9,8000.0,7600.0,7545.6,8051.5,7537.5,7941.8,7626.7,7962.8,-400.0,900.0,407.09999999999945,-608.8000000000002,111.0,-295.5,215.10000000000036,217.09999999999945
389,A Taylor,1.18,1.83,8.0,2.45,2.5,1.9,1.4,2.3,6.75,4.0,4.75,3.4,3.25,3.6,4.75,3.4,16.0,4.0,1.4,2.9,2.9,4.0,7.5,3.1,8500.0,7952.7,7442.7,7648.5,7646.3,7841.8,8179.9,8024.8,7600.0,7545.6,8051.5,7537.5,7941.8,7626.7,7962.8,7666.4,900.0,407.09999999999945,-608.8000000000002,111.0,-295.5,215.10000000000036,217.09999999999945,358.40000000000055
390,S Attwell,1.83,8.0,2.45,2.5,1.9,1.4,2.3,5.75,4.0,4.75,3.4,3.25,3.6,4.75,3.4,4.5,4.0,1.4,2.9,2.9,4.0,7.5,3.1,1.53,7952.7,7442.7,7648.5,7646.3,7841.8,8179.9,8024.8,7650.9,7545.6,8051.5,7537.5,7941.8,7626.7,7962.8,7666.4,8463.0,407.09999999999945,-608.8000000000002,111.0,-295.5,215.10000000000036,217.09999999999945,358.40000000000055,-812.1000000000004
391,J Gillett,8.0,2.45,2.5,1.9,1.4,2.3,5.75,7.5,4.75,3.4,3.25,3.6,4.75,3.4,4.5,5.0,1.4,2.9,2.9,4.0,7.5,3.1,1.53,1.36,7442.7,7648.5,7646.3,7841.8,8179.9,8024.8,7650.9,7888.4,8051.5,7537.5,7941.8,7626.7,7962.8,7666.4,8463.0,8555.7,-608.8000000000002,111.0,-295.5,215.10000000000036,217.09999999999945,358.40000000000055,-812.1000000000004,-667.3000000000011
392,M Oliver,2.45,2.5,1.9,1.4,2.3,5.75,7.5,5.25,3.4,3.25,3.6,4.75,3.4,4.5,5.0,4.33,2.9,2.9,4.0,7.5,3.1,1.53,1.36,1.6,7648.5,7646.3,7841.8,8179.9,8024.8,7650.9,7888.4,8263.7,7537.5,7941.8,7626.7,7962.8,7666.4,8463.0,8555.7,8556.6,111.0,-295.5,215.10000000000036,217.09999999999945,358.40000000000055,-812.1000000000004,-667.3000000000011,-292.89999999999964
393,S Attwell,2.5,1.9,1.4,2.3,5.75,7.5,5.25,1.1,3.25,3.6,4.75,3.4,4.5,5.0,4.33,10.0,2.9,4.0,7.5,3.1,1.53,1.36,1.6,26.0,7646.3,7841.8,8179.9,8024.8,7650.9,7888.4,8263.7,8580.7,7941.8,7626.7,7962.8,7666.4,8463.0,8555.7,8556.6,7419.2,-295.5,215.10000000000036,217.09999999999945,358.40000000000055,-812.1000000000004,-667.3000000000011,-292.89999999999964,1161.500000000001
394,M Salisbury,1.9,1.4,2.3,5.75,7.5,5.25,1.1,1.9,3.6,4.75,3.4,4.5,5.0,4.33,10.0,3.8,4.0,7.5,3.1,1.53,1.36,1.6,26.0,3.8,7841.8,8179.9,8024.8,7650.9,7888.4,8263.7,8580.7,7646.2,7626.7,7962.8,7666.4,8463.0,8555.7,8556.6,7419.2,7668.2,215.10000000000036,217.09999999999945,358.40000000000055,-812.1000000000004,-667.3000000000011,-292.89999999999964,1161.500000000001,-22.0
395,J Gillett,1.4,2.3,5.75,7.5,5.25,1.1,1.9,1.3,4.75,3.4,4.5,5.0,4.33,10.0,3.8,5.75,7.5,3.1,1.53,1.36,1.6,26.0,3.8,9.0,8179.9,8024.8,7650.9,7888.4,8263.7,8580.7,7646.2,8074.0,7962.8,7666.4,8463.0,8555.7,8556.6,7419.2,7668.2,7632.4,217.09999999999945,358.40000000000055,-812.1000000000004,-667.3000000000011,-292.89999999999964,1161.500000000001,-22.0,441.60000000000036
396,A Madley,2.3,5.75,7.5,5.25,1.1,1.9,1.3,4.2,3.4,4.5,5.0,4.33,10.0,3.8,5.75,4.0,3.1,1.53,1.36,1.6,26.0,3.8,9.0,1.8,8024.8,7650.9,7888.4,8263.7,8580.7,7646.2,8074.0,7551.4,7666.4,8463.0,8555.7,8556.6,7419.2,7668.2,7632.4,8251.2,358.40000000000055,-812.1000000000004,-667.3000000000011,-292.89999999999964,1161.500000000001,-22.0,441.60000000000036,-699.8000000000011
397,D England,5.75,7.5,5.25,1.1,1.9,1.3,4.2,1.18,4.5,5.0,4.33,10.0,3.8,5.75,4.0,7.5,1.53,1.36,1.6,26.0,3.8,9.0,1.8,13.0,7650.9,7888.4,8263.7,8580.7,7646.2,8074.0,7551.4,8581.7,8463.0,8555.7,8556.6,7419.2,7668.2,7632.4,8251.2,7644.5,-812.1000000000004,-667.3000000000011,-292.89999999999964,1161.500000000001,-22.0,441.60000000000036,-699.8000000000011,937.2000000000007
398,J Brooks,7.5,5.25,1.1,1.9,1.3,4.2,1.18,2.0,5.0,4.33,10.0,3.8,5.75,4.0,7.5,3.5,1.36,1.6,26.0,3.8,9.0,1.8,13.0,3.75,7888.4,8263.7,8580.7,7646.2,8074.0,7551.4,8581.7,7558.6,8555.7,8556.6,7419.2,7668.2,7632.4,8251.2,7644.5,7851.5,-667.3000000000011,-292.89999999999964,1161.500000000001,-22.0,441.60000000000036,-699.8000000000011,937.2000000000007,-292.89999999999964
399,P Tierney,5.25,1.1,1.9,1.3,4.2,1.18,2.0,1.4,4.33,10.0,3.8,5.75,4.0,7.5,3.5,5.0,1.6,26.0,3.8,9.0,1.8,13.0,3.75,7.0,8263.7,8580.7,7646.2,8074.0,7551.4,8581.7,7558.6,8469.7,8556.6,7419.2,7668.2,7632.4,8251.2,7644.5,7851.5,7935.1,-292.89999999999964,1161.500000000001,-22.0,441.60000000000036,-699.8000000000011,937.2000000000007,-292.89999999999964,534.6000000000004
400,P Bankes,1.1,1.9,1.3,4.2,1.18,2.0,1.4,2.7,10.0,3.8,5.75,4.0,7.5,3.5,5.0,3.3,26.0,3.8,9.0,1.8,13.0,3.75,7.0,2.7,8580.7,7646.2,8074.0,7551.4,8581.7,7558.6,8469.7,7929.4,7419.2,7668.2,7632.4,8251.2,7644.5,7851.5,7935.1,7830.7,1161.500000000001,-22.0,441.60000000000036,-699.8000000000011,937.2000000000007,-292.89999999999964,534.6000000000004,98.69999999999982
401,C Pawson,1.9,1.3,4.2,1.18,2.0,1.4,2.7,7.0,3.8,5.75,4.0,7.5,3.5,5.0,3.3,4.6,3.8,9.0,1.8,13.0,3.75,7.0,2.7,1.44,7646.2,8074.0,7551.4,8581.7,7558.6,8469.7,7929.4,7648.6,7668.2,7632.4,8251.2,7644.5,7851.5,7935.1,7830.7,8157.2,-22.0,441.60000000000036,-699.8000000000011,937.2000000000007,-292.89999999999964,534.6000000000004,98.69999999999982,-508.59999999999945
402,D Coote,1.3,4.2,1.18,2.0,1.4,2.7,7.0,2.3,5.75,4.0,7.5,3.5,5.0,3.3,4.6,3.4,9.0,1.8,13.0,3.75,7.0,2.7,1.44,3.1,8074.0,7551.4,8581.7,7558.6,8469.7,7929.4,7648.6,7964.0,7632.4,8251.2,7644.5,7851.5,7935.1,7830.7,8157.2,8049.7,441.60000000000036,-699.8000000000011,937.2000000000007,-292.89999999999964,534.6000000000004,98.69999999999982,-508.59999999999945,-85.69999999999982
403,M Oliver,4.2,1.18,2.0,1.4,2.7,7.0,2.3,5.25,4.0,7.5,3.5,5.0,3.3,4.6,3.4,4.0,1.8,13.0,3.75,7.0,2.7,1.44,3.1,1.61,7551.4,8581.7,7558.6,8469.7,7929.4,7648.6,7964.0,7610.4,8251.2,7644.5,7851.5,7935.1,7830.7,8157.2,8049.7,8515.2,-699.8000000000011,937.2000000000007,-292.89999999999964,534.6000000000004,98.69999999999982,-508.59999999999945,-85.69999999999982,-904.8000000000011
404,S Hooper,1.18,2.0,1.4,2.7,7.0,2.3,5.25,2.05,7.5,3.5,5.0,3.3,4.6,3.4,4.0,3.4,13.0,3.75,7.0,2.7,1.44,3.1,1.61,3.6,8581.7,7558.6,8469.7,7929.4,7648.6,7964.0,7610.4,7711.8,7644.5,7851.5,7935.1,7830.7,8157.2,8049.7,8515.2,7595.8,937.2000000000007,-292.89999999999964,534.6000000000004,98.69999999999982,-508.59999999999945,-85.69999999999982,-904.8000000000011,116.0
405,T Bramall,2.0,1.4,2.7,7.0,2.3,5.25,2.05,3.1,3.5,5.0,3.3,4.6,3.4,4.0,3.4,3.3,3.75,7.0,2.7,1.44,3.1,1.61,3.6,2.3,7558.6,8469.7,7929.4,7648.6,7964.0,7610.4,7711.8,7722.6,7851.5,7935.1,7830.7,8157.2,8049.7,8515.2,7595.8,7719.5,-292.89999999999964,534.6000000000004,98.69999999999982,-508.59999999999945,-85.69999999999982,-904.8000000000011,116.0,3.100000000000364
406,D England,1.4,2.7,7.0,2.3,5.25,2.05,3.1,2.15,5.0,3.3,4.6,3.4,4.0,3.4,3.3,3.5,7.0,2.7,1.44,3.1,1.61,3.6,2.3,3.3,8469.7,7929.4,7648.6,7964.0,7610.4,7711.8,7722.6,7710.2,7935.1,7830.7,8157.2,8049.7,8515.2,7595.8,7719.5,7910.6,534.6000000000004,98.69999999999982,-508.59999999999945,-85.69999999999982,-904.8000000000011,116.0,3.100000000000364,-200.40000000000055
407,P Bankes,2.7,7.0,2.3,5.25,2.05,3.1,2.15,3.6,3.3,4.6,3.4,4.0,3.4,3.3,3.5,3.8,2.7,1.44,3.1,1.61,3.6,2.3,3.3,1.95,7929.4,7648.6,7964.0,7610.4,7711.8,7722.6,7710.2,8068.6,7830.7,8157.2,8049.7,8515.2,7595.8,7719.5,7910.6,8222.8,98.69999999999982,-508.59999999999945,-85.69999999999982,-904.8000000000011,116.0,3.100000000000364,-200.40000000000055,-154.1999999999989
408,A Taylor,7.0,2.3,5.25,2.05,3.1,2.15,3.6,3.5,4.6,3.4,4.0,3.4,3.3,3.5,3.8,3.3,1.44,3.1,1.61,3.6,2.3,3.3,1.95,2.15,7648.6,7964.0,7610.4,7711.8,7722.6,7710.2,8068.6,7471.0,8157.2,8049.7,8515.2,7595.8,7719.5,7910.6,8222.8,8020.8,-508.59999999999945,-85.69999999999982,-904.8000000000011,116.0,3.100000000000364,-200.40000000000055,-154.1999999999989,-549.8000000000002
409,P Tierney,2.3,5.25,2.05,3.1,2.15,3.6,3.5,1.06,3.4,4.0,3.4,3.3,3.5,3.8,3.3,13.0,3.1,1.61,3.6,2.3,3.3,1.95,2.15,29.0,7964.0,7610.4,7711.8,7722.6,7710.2,8068.6,7471.0,8665.800000000001,8049.7,8515.2,7595.8,7719.5,7910.6,8222.8,8020.8,7673.5,-85.69999999999982,-904.8000000000011,116.0,3.100000000000364,-200.40000000000055,-154.1999999999989,-549.8000000000002,992.3000000000011
410,R Jones,5.25,2.05,3.1,2.15,3.6,3.5,1.06,1.45,4.0,3.4,3.3,3.5,3.8,3.3,13.0,4.5,1.61,3.6,2.3,3.3,1.95,2.15,29.0,6.0,7610.4,7711.8,7722.6,7710.2,8068.6,7471.0,8665.800000000001,8161.0,8515.2,7595.8,7719.5,7910.6,8222.8,8020.8,7673.5,7992.0,-904.8000000000011,116.0,3.100000000000364,-200.40000000000055,-154.1999999999989,-549.8000000000002,992.3000000000011,169.0
411,A Marriner,2.05,3.1,2.15,3.6,3.5,1.06,1.45,1.33,3.4,3.3,3.5,3.8,3.3,13.0,4.5,5.25,3.6,2.3,3.3,1.95,2.15,29.0,6.0,9.0,7711.8,7722.6,7710.2,8068.6,7471.0,8665.800000000001,8161.0,8693.6,7595.8,7719.5,7910.6,8222.8,8020.8,7673.5,7992.0,7898.7,116.0,3.100000000000364,-200.40000000000055,-154.1999999999989,-549.8000000000002,992.3000000000011,169.0,794.9000000000005
412,C Pawson,3.1,2.15,3.6,3.5,1.06,1.45,1.33,3.4,3.3,3.5,3.8,3.3,13.0,4.5,5.25,3.75,2.3,3.3,1.95,2.15,29.0,6.0,9.0,2.05,7722.6,7710.2,8068.6,7471.0,8665.800000000001,8161.0,8693.6,7983.5,7719.5,7910.6,8222.8,8020.8,7673.5,7992.0,7898.7,8307.6,3.100000000000364,-200.40000000000055,-154.1999999999989,-549.8000000000002,992.3000000000011,169.0,794.9000000000005,-324.10000000000036
413,M Oliver,2.15,3.6,3.5,1.06,1.45,1.33,3.4,1.95,3.5,3.8,3.3,13.0,4.5,5.25,3.75,3.5,3.3,1.95,2.15,29.0,6.0,9.0,2.05,3.8,7710.2,8068.6,7471.0,8665.800000000001,8161.0,8693.6,7983.5,7702.6,7910.6,8222.8,8020.8,7673.5,7992.0,7898.7,8307.6,7444.0,-200.40000000000055,-154.1999999999989,-549.8000000000002,992.3000000000011,169.0,794.9000000000005,-324.10000000000036,258.60000000000036
414,M Salisbury,3.6,3.5,1.06,1.45,1.33,3.4,1.95,2.0,3.8,3.3,13.0,4.5,5.25,3.75,3.5,3.5,1.95,2.15,29.0,6.0,9.0,2.05,3.8,3.75,8068.6,7471.0,8665.800000000001,8161.0,8693.6,7983.5,7702.6,7952.9,8222.8,8020.8,7673.5,7992.0,7898.7,8307.6,7444.0,7666.1,-154.1999999999989,-549.8000000000002,992.3000000000011,169.0,794.9000000000005,-324.10000000000036,258.60000000000036,286.7999999999993
415,S Attwell,3.5,1.06,1.45,1.33,3.4,1.95,2.0,1.5,3.3,13.0,4.5,5.25,3.75,3.5,3.5,4.5,2.15,29.0,6.0,9.0,2.05,3.8,3.75,6.5,7471.0,8665.800000000001,8161.0,8693.6,7983.5,7702.6,7952.9,8235.1,8020.8,7673.5,7992.0,7898.7,8307.6,7444.0,7666.1,7683.0,-549.8000000000002,992.3000000000011,169.0,794.9000000000005,-324.10000000000036,258.60000000000036,286.7999999999993,552.1000000000004
416,A Taylor,1.06,1.45,1.33,3.4,1.95,2.0,1.5,7.0,13.0,4.5,5.25,3.75,3.5,3.5,4.5,4.75,29.0,6.0,9.0,2.05,3.8,3.75,6.5,1.4,8665.800000000001,8161.0,8693.6,7983.5,7702.6,7952.9,8235.1,7905.2,7673.5,7992.0,7898.7,8307.6,7444.0,7666.1,7683.0,8623.4,992.3000000000011,169.0,794.9000000000005,-324.10000000000036,258.60000000000036,286.7999999999993,552.1000000000004,-718.1999999999998
417,S Hooper,1.45,1.33,3.4,1.95,2.0,1.5,7.0,8.0,4.5,5.25,3.75,3.5,3.5,4.5,4.75,5.5,6.0,9.0,2.05,3.8,3.75,6.5,1.4,1.33,8161.0,8693.6,7983.5,7702.6,7952.9,8235.1,7905.2,8001.0,7992.0,7898.7,8307.6,7444.0,7666.1,7683.0,8623.4,8644.7,169.0,794.9000000000005,-324.10000000000036,258.60000000000036,286.7999999999993,552.1000000000004,-718.1999999999998,-643.7000000000007
418,J Brooks,1.33,3.4,1.95,2.0,1.5,7.0,8.0,2.2,5.25,3.75,3.5,3.5,4.5,4.75,5.5,3.4,9.0,2.05,3.8,3.75,6.5,1.4,1.33,3.25,8693.6,7983.5,7702.6,7952.9,8235.1,7905.2,8001.0,7977.799999999999,7898.7,8307.6,7444.0,7666.1,7683.0,8623.4,8644.7,7589.700000000001,794.9000000000005,-324.10000000000036,258.60000000000036,286.7999999999993,552.1000000000004,-718.1999999999998,-643.7000000000007,388.09999999999854
419,A Madley,3.4,1.95,2.0,1.5,7.0,8.0,2.2,1.55,3.75,3.5,3.5,4.5,4.75,5.5,3.4,4.5,2.05,3.8,3.75,6.5,1.4,1.33,3.25,5.5,7983.5,7702.6,7952.9,8235.1,7905.2,8001.0,7977.799999999999,8517.800000000001,8307.6,7444.0,7666.1,7683.0,8623.4,8644.7,7589.700000000001,8086.599999999999,-324.10000000000036,258.60000000000036,286.7999999999993,552.1000000000004,-718.1999999999998,-643.7000000000007,388.09999999999854,431.20000000000164
420,R Jones,1.95,2.0,1.5,7.0,8.0,2.2,1.55,2.1,3.5,3.5,4.5,4.75,5.5,3.4,4.5,3.5,3.8,3.75,6.5,1.4,1.33,3.25,5.5,3.4,7702.6,7952.9,8235.1,7905.2,8001.0,7977.799999999999,8517.800000000001,7625.900000000001,7444.0,7666.1,7683.0,8623.4,8644.7,7589.700000000001,8086.599999999999,7705.4,258.60000000000036,286.7999999999993,552.1000000000004,-718.1999999999998,-643.7000000000007,388.09999999999854,431.20000000000164,-79.49999999999909
421,T Harrington,2.0,1.5,7.0,8.0,2.2,1.55,2.1,1.83,3.5,4.5,4.75,5.5,3.4,4.5,3.5,3.5,3.75,6.5,1.4,1.33,3.25,5.5,3.4,4.5,7952.9,8235.1,7905.2,8001.0,7977.799999999999,8517.800000000001,7625.900000000001,7694.3,7666.1,7683.0,8623.4,8644.7,7589.700000000001,8086.599999999999,7705.4,7998.3,286.7999999999993,552.1000000000004,-718.1999999999998,-643.7000000000007,388.09999999999854,431.20000000000164,-79.49999999999909,-304.0
422,P Tierney,1.5,7.0,8.0,2.2,1.55,2.1,1.83,2.5,4.5,4.75,5.5,3.4,4.5,3.5,3.5,3.5,6.5,1.4,1.33,3.25,5.5,3.4,4.5,2.7,8235.1,7905.2,8001.0,7977.799999999999,8517.800000000001,7625.900000000001,7694.3,8320.1,7683.0,8623.4,8644.7,7589.700000000001,8086.599999999999,7705.4,7998.3,8112.6,552.1000000000004,-718.1999999999998,-643.7000000000007,388.09999999999854,431.20000000000164,-79.49999999999909,-304.0,207.5
423,J Gillett,7.0,8.0,2.2,1.55,2.1,1.83,2.5,2.75,4.75,5.5,3.4,4.5,3.5,3.5,3.5,3.3,1.4,1.33,3.25,5.5,3.4,4.5,2.7,2.62,7905.2,8001.0,7977.799999999999,8517.800000000001,7625.900000000001,7694.3,8320.1,7751.8,8623.4,8644.7,7589.700000000001,8086.599999999999,7705.4,7998.3,8112.6,7726.5,-718.1999999999998,-643.7000000000007,388.09999999999854,431.20000000000164,-79.49999999999909,-304.0,207.5,25.300000000000182
424,T Harrington,8.0,2.2,1.55,2.1,1.83,2.5,2.75,2.1,5.5,3.4,4.5,3.5,3.5,3.5,3.3,3.5,1.33,3.25,5.5,3.4,4.5,2.7,2.62,3.5,8001.0,7977.799999999999,8517.800000000001,7625.900000000001,7694.3,8320.1,7751.8,8025.6,8644.7,7589.700000000001,8086.599999999999,7705.4,7998.3,8112.6,7726.5,7632.900000000001,-643.7000000000007,388.09999999999854,431.20000000000164,-79.49999999999909,-304.0,207.5,25.300000000000182,392.6999999999998
425,S Hooper,2.2,1.55,2.1,1.83,2.5,2.75,2.1,1.45,3.4,4.5,3.5,3.5,3.5,3.3,3.5,4.5,3.25,5.5,3.4,4.5,2.7,2.62,3.5,7.0,7977.799999999999,8517.800000000001,7625.900000000001,7694.3,8320.1,7751.8,8025.6,8315.0,7589.700000000001,8086.599999999999,7705.4,7998.3,8112.6,7726.5,7632.900000000001,8043.2,388.09999999999854,431.20000000000164,-79.49999999999909,-304.0,207.5,25.300000000000182,392.6999999999998,271.8000000000002
426,A Taylor,1.55,2.1,1.83,2.5,2.75,2.1,1.45,9.5,4.5,3.5,3.5,3.5,3.3,3.5,4.5,5.0,5.5,3.4,4.5,2.7,2.62,3.5,7.0,1.33,8517.800000000001,7625.900000000001,7694.3,8320.1,7751.8,8025.6,8315.0,8020.099999999999,8086.599999999999,7705.4,7998.3,8112.6,7726.5,7632.900000000001,8043.2,8700.1,431.20000000000164,-79.49999999999909,-304.0,207.5,25.300000000000182,392.6999999999998,271.8000000000002,-680.0000000000009
427,C Pawson,2.1,1.83,2.5,2.75,2.1,1.45,9.5,1.44,3.5,3.5,3.5,3.3,3.5,4.5,5.0,4.4,3.4,4.5,2.7,2.62,3.5,7.0,1.33,7.5,7625.900000000001,7694.3,8320.1,7751.8,8025.6,8315.0,8020.099999999999,8036.299999999999,7705.4,7998.3,8112.6,7726.5,7632.900000000001,8043.2,8700.1,7493.9,-79.49999999999909,-304.0,207.5,25.300000000000182,392.6999999999998,271.8000000000002,-680.0000000000009,542.3999999999996
428,M Oliver,1.83,2.5,2.75,2.1,1.45,9.5,1.44,2.9,3.5,3.5,3.3,3.5,4.5,5.0,4.4,3.25,4.5,2.7,2.62,3.5,7.0,1.33,7.5,2.5,7694.3,8320.1,7751.8,8025.6,8315.0,8020.099999999999,8036.299999999999,7957.4,7998.3,8112.6,7726.5,7632.900000000001,8043.2,8700.1,7493.9,8118.499999999999,-304.0,207.5,25.300000000000182,392.6999999999998,271.8000000000002,-680.0000000000009,542.3999999999996,-161.09999999999945
429,D Coote,2.5,2.75,2.1,1.45,9.5,1.44,2.9,4.2,3.5,3.3,3.5,4.5,5.0,4.4,3.25,3.8,2.7,2.62,3.5,7.0,1.33,7.5,2.5,1.8,8320.1,7751.8,8025.6,8315.0,8020.099999999999,8036.299999999999,7957.4,7683.1,8112.6,7726.5,7632.900000000001,8043.2,8700.1,7493.9,8118.499999999999,8169.3,207.5,25.300000000000182,392.6999999999998,271.8000000000002,-680.0000000000009,542.3999999999996,-161.09999999999945,-486.1999999999998
430,P Tierney,2.75,2.1,1.45,9.5,1.44,2.9,4.2,1.95,3.3,3.5,4.5,5.0,4.4,3.25,3.8,3.5,2.62,3.5,7.0,1.33,7.5,2.5,1.8,4.2,7751.8,8025.6,8315.0,8020.099999999999,8036.299999999999,7957.4,7683.1,8116.1,7726.5,7632.900000000001,8043.2,8700.1,7493.9,8118.499999999999,8169.3,8079.400000000001,25.300000000000182,392.6999999999998,271.8000000000002,-680.0000000000009,542.3999999999996,-161.09999999999945,-486.1999999999998,36.69999999999982
431,C Kavanagh,2.1,1.45,9.5,1.44,2.9,4.2,1.95,4.2,3.5,4.5,5.0,4.4,3.25,3.8,3.5,3.6,3.5,7.0,1.33,7.5,2.5,1.8,4.2,1.85,8025.6,8315.0,8020.099999999999,8036.299999999999,7957.4,7683.1,8116.1,7761.3,7632.900000000001,8043.2,8700.1,7493.9,8118.499999999999,8169.3,8079.400000000001,8571.1,392.6999999999998,271.8000000000002,-680.0000000000009,542.3999999999996,-161.09999999999945,-486.1999999999998,36.69999999999982,-809.8000000000002
432,A Taylor,1.45,9.5,1.44,2.9,4.2,1.95,4.2,2.05,4.5,5.0,4.4,3.25,3.8,3.5,3.6,3.75,7.0,1.33,7.5,2.5,1.8,4.2,1.85,3.3,8315.0,8020.099999999999,8036.299999999999,7957.4,7683.1,8116.1,7761.3,8240.0,8043.2,8700.1,7493.9,8118.499999999999,8169.3,8079.400000000001,8571.1,8269.4,271.8000000000002,-680.0000000000009,542.3999999999996,-161.09999999999945,-486.1999999999998,36.69999999999982,-809.8000000000002,-29.399999999999636
433,D England,9.5,1.44,2.9,4.2,1.95,4.2,2.05,3.0,5.0,4.4,3.25,3.8,3.5,3.6,3.75,3.4,1.33,7.5,2.5,1.8,4.2,1.85,3.3,2.37,8020.099999999999,8036.299999999999,7957.4,7683.1,8116.1,7761.3,8240.0,7760.6,8700.1,7493.9,8118.499999999999,8169.3,8079.400000000001,8571.1,8269.4,7935.2,-680.0000000000009,542.3999999999996,-161.09999999999945,-486.1999999999998,36.69999999999982,-809.8000000000002,-29.399999999999636,-174.59999999999945
434,A Madley,1.44,2.9,4.2,1.95,4.2,2.05,3.0,1.33,4.4,3.25,3.8,3.5,3.6,3.75,3.4,5.25,7.5,2.5,1.8,4.2,1.85,3.3,2.37,8.5,8036.299999999999,7957.4,7683.1,8116.1,7761.3,8240.0,7760.6,8774.9,7493.9,8118.499999999999,8169.3,8079.400000000001,8571.1,8269.4,7935.2,7756.5,542.3999999999996,-161.09999999999945,-486.1999999999998,36.69999999999982,-809.8000000000002,-29.399999999999636,-174.59999999999945,1018.3999999999996
435,A Marriner,2.9,4.2,1.95,4.2,2.05,3.0,1.33,2.15,3.25,3.8,3.5,3.6,3.75,3.4,5.25,3.4,2.5,1.8,4.2,1.85,3.3,2.37,8.5,3.4,7957.4,7683.1,8116.1,7761.3,8240.0,7760.6,8774.9,7658.599999999999,8118.499999999999,8169.3,8079.400000000001,8571.1,8269.4,7935.2,7756.5,7950.3,-161.09999999999945,-486.1999999999998,36.69999999999982,-809.8000000000002,-29.399999999999636,-174.59999999999945,1018.3999999999996,-291.7000000000007
436,T Bramall,4.2,1.95,4.2,2.05,3.0,1.33,2.15,3.3,3.8,3.5,3.6,3.75,3.4,5.25,3.4,3.4,1.8,4.2,1.85,3.3,2.37,8.5,3.4,2.2,7683.1,8116.1,7761.3,8240.0,7760.6,8774.9,7658.599999999999,7501.7,8169.3,8079.400000000001,8571.1,8269.4,7935.2,7756.5,7950.3,7637.7,-486.1999999999998,36.69999999999982,-809.8000000000002,-29.399999999999636,-174.59999999999945,1018.3999999999996,-291.7000000000007,-136.0
437,S Attwell,1.95,4.2,2.05,3.0,1.33,2.15,3.3,2.35,3.5,3.6,3.75,3.4,5.25,3.4,3.4,3.4,4.2,1.85,3.3,2.37,8.5,3.4,2.2,3.0,8116.1,7761.3,8240.0,7760.6,8774.9,7658.599999999999,7501.7,7766.2,8079.400000000001,8571.1,8269.4,7935.2,7756.5,7950.3,7637.7,8024.7,36.69999999999982,-809.8000000000002,-29.399999999999636,-174.59999999999945,1018.3999999999996,-291.7000000000007,-136.0,-258.5
