,Referee,B365H lag 7 matches,B365H lag 6 matches,B365H lag 5 matches,B365H lag 4 matches,B365H lag 3 matches,B365H lag 2 matches,B365H lag 1 match,B365H most recent match,B365D lag 7 matches,B365D lag 6 matches,B365D lag 5 matches,B365D lag 4 matches,B365D lag 3 matches,B365D lag 2 matches,B365D lag 1 match,B365D most recent match,B365A lag 7 matches,B365A lag 6 matches,B365A lag 5 matches,B365A lag 4 matches,B365A lag 3 matches,B365A lag 2 matches,B365A lag 1 match,B365A most recent match,HICT lag 7 matches,HICT lag 6 matches,HICT lag 5 matches,HICT lag 4 matches,HICT lag 3 matches,HICT lag 2 matches,HICT lag 1 match,HICT most recent match,AICT lag 7 matches,AICT lag 6 matches,AICT lag 5 matches,AICT lag 4 matches,AICT lag 3 matches,AICT lag 2 matches,AICT lag 1 match,AICT most recent match,DifICT lag 7 matches,DifICT lag 6 matches,DifICT lag 5 matches,DifICT lag 4 matches,DifICT lag 3 matches,DifICT lag 2 matches,DifICT lag 1 match,DifICT most recent match
334,C Kavanagh,8.5,1.4,8.5,2.4,5.0,4.33,1.44,1.72,5.0,4.5,6.0,3.3,3.6,3.8,4.75,4.0,1.36,9.0,1.3,3.1,1.75,1.8,7.0,4.5,8426.2,8578.6,8475.300000000001,8494.7,8706.900000000001,8878.499999999998,9114.800000000003,9505.900000000001,9502.499999999998,8035.400000000001,9651.000000000002,8303.400000000001,9369.100000000002,8753.000000000002,8769.799999999997,8109.200000000001,-1076.2999999999975,543.1999999999998,-1175.7000000000007,191.29999999999927,-662.2000000000007,125.49999999999636,345.00000000000546,1396.7000000000007
335,M Oliver,1.4,8.5,2.4,5.0,4.33,1.44,1.72,1.4,4.5,6.0,3.3,3.6,3.8,4.75,4.0,5.0,9.0,1.3,3.1,1.75,1.8,7.0,4.5,7.0,8578.6,8475.300000000001,8494.7,8706.900000000001,8878.499999999998,9114.800000000003,9505.900000000001,9775.8,8035.400000000001,9651.000000000002,8303.400000000001,9369.100000000002,8753.000000000002,8769.799999999997,8109.200000000001,9157.999999999998,543.1999999999998,-1175.7000000000007,191.29999999999927,-662.2000000000007,125.49999999999636,345.00000000000546,1396.7000000000007,617.8000000000011
336,A Madley,8.5,2.4,5.0,4.33,1.44,1.72,1.4,2.8,6.0,3.3,3.6,3.8,4.75,4.0,5.0,3.5,1.3,3.1,1.75,1.8,7.0,4.5,7.0,2.45,8475.300000000001,8494.7,8706.900000000001,8878.499999999998,9114.800000000003,9505.900000000001,9775.8,8457.899999999998,9651.000000000002,8303.400000000001,9369.100000000002,8753.000000000002,8769.799999999997,8109.200000000001,9157.999999999998,9339.999999999998,-1175.7000000000007,191.29999999999927,-662.2000000000007,125.49999999999636,345.00000000000546,1396.7000000000007,617.8000000000011,-882.1000000000004
337,G Scott,2.4,5.0,4.33,1.44,1.72,1.4,2.8,1.65,3.3,3.6,3.8,4.75,4.0,5.0,3.5,4.0,3.1,1.75,1.8,7.0,4.5,7.0,2.45,5.0,8494.7,8706.900000000001,8878.499999999998,9114.800000000003,9505.900000000001,9775.8,8457.899999999998,8478.4,8303.400000000001,9369.100000000002,8753.000000000002,8769.799999999997,8109.200000000001,9157.999999999998,9339.999999999998,8243.599999999999,191.29999999999927,-662.2000000000007,125.49999999999636,345.00000000000546,1396.7000000000007,617.8000000000011,-882.1000000000004,234.8000000000011
338,M Salisbury,5.0,4.33,1.44,1.72,1.4,2.8,1.65,2.15,3.6,3.8,4.75,4.0,5.0,3.5,4.0,3.5,1.75,1.8,7.0,4.5,7.0,2.45,5.0,3.3,8706.900000000001,8878.499999999998,9114.800000000003,9505.900000000001,9775.8,8457.899999999998,8478.4,8140.200000000001,9369.100000000002,8753.000000000002,8769.799999999997,8109.200000000001,9157.999999999998,9339.999999999998,8243.599999999999,8475.999999999998,-662.2000000000007,125.49999999999636,345.00000000000546,1396.7000000000007,617.8000000000011,-882.1000000000004,234.8000000000011,-335.79999999999745
339,D Coote,4.33,1.44,1.72,1.4,2.8,1.65,2.15,3.0,3.8,4.75,4.0,5.0,3.5,4.0,3.5,3.3,1.8,7.0,4.5,7.0,2.45,5.0,3.3,2.4,8878.499999999998,9114.800000000003,9505.900000000001,9775.8,8457.899999999998,8478.4,8140.200000000001,8402.800000000001,8753.000000000002,8769.799999999997,8109.200000000001,9157.999999999998,9339.999999999998,8243.599999999999,8475.999999999998,8623.399999999998,125.49999999999636,345.00000000000546,1396.7000000000007,617.8000000000011,-882.1000000000004,234.8000000000011,-335.79999999999745,-220.59999999999673
340,P Bankes,1.44,1.72,1.4,2.8,1.65,2.15,3.0,1.33,4.75,4.0,5.0,3.5,4.0,3.5,3.3,5.0,7.0,4.5,7.0,2.45,5.0,3.3,2.4,9.5,9114.800000000003,9505.900000000001,9775.8,8457.899999999998,8478.4,8140.200000000001,8402.800000000001,9325.3,8769.799999999997,8109.200000000001,9157.999999999998,9339.999999999998,8243.599999999999,8475.999999999998,8623.399999999998,8542.599999999999,345.00000000000546,1396.7000000000007,617.8000000000011,-882.1000000000004,234.8000000000011,-335.79999999999745,-220.59999999999673,782.7000000000007
341,C Kavanagh,1.72,1.4,2.8,1.65,2.15,3.0,1.33,1.45,4.0,5.0,3.5,4.0,3.5,3.3,5.0,4.5,4.5,7.0,2.45,5.0,3.3,2.4,9.5,7.0,9505.900000000001,9775.8,8457.899999999998,8478.4,8140.200000000001,8402.800000000001,9325.3,9004.2,8109.200000000001,9157.999999999998,9339.999999999998,8243.599999999999,8475.999999999998,8623.399999999998,8542.599999999999,8424.399999999998,1396.7000000000007,617.8000000000011,-882.1000000000004,234.8000000000011,-335.79999999999745,-220.59999999999673,782.7000000000007,579.8000000000029
342,C Pawson,1.4,2.8,1.65,2.15,3.0,1.33,1.45,2.6,5.0,3.5,4.0,3.5,3.3,5.0,4.5,3.3,7.0,2.45,5.0,3.3,2.4,9.5,7.0,2.75,9775.8,8457.899999999998,8478.4,8140.200000000001,8402.800000000001,9325.3,9004.2,8850.2,9157.999999999998,9339.999999999998,8243.599999999999,8475.999999999998,8623.399999999998,8542.599999999999,8424.399999999998,8634.799999999997,617.8000000000011,-882.1000000000004,234.8000000000011,-335.79999999999745,-220.59999999999673,782.7000000000007,579.8000000000029,215.40000000000327
343,S Attwell,2.8,1.65,2.15,3.0,1.33,1.45,2.6,1.16,3.5,4.0,3.5,3.3,5.0,4.5,3.3,7.0,2.45,5.0,3.3,2.4,9.5,7.0,2.75,17.0,8457.899999999998,8478.4,8140.200000000001,8402.800000000001,9325.3,9004.2,8850.2,9801.000000000004,9339.999999999998,8243.599999999999,8475.999999999998,8623.399999999998,8542.599999999999,8424.399999999998,8634.799999999997,8352.800000000001,-882.1000000000004,234.8000000000011,-335.79999999999745,-220.59999999999673,782.7000000000007,579.8000000000029,215.40000000000327,1448.2000000000025
344,R Jones,1.65,2.15,3.0,1.33,1.45,2.6,1.16,4.5,4.0,3.5,3.3,5.0,4.5,3.3,7.0,3.8,5.0,3.3,2.4,9.5,7.0,2.75,17.0,1.75,8478.4,8140.200000000001,8402.800000000001,9325.3,9004.2,8850.2,9801.000000000004,8136.3,8243.599999999999,8475.999999999998,8623.399999999998,8542.599999999999,8424.399999999998,8634.799999999997,8352.800000000001,8735.500000000002,234.8000000000011,-335.79999999999745,-220.59999999999673,782.7000000000007,579.8000000000029,215.40000000000327,1448.2000000000025,-599.2000000000016
345,J Moss,2.15,3.0,1.33,1.45,2.6,1.16,4.5,7.5,3.5,3.3,5.0,4.5,3.3,7.0,3.8,4.75,3.3,2.4,9.5,7.0,2.75,17.0,1.75,1.4,8140.200000000001,8402.800000000001,9325.3,9004.2,8850.2,9801.000000000004,8136.3,8653.300000000001,8475.999999999998,8623.399999999998,8542.599999999999,8424.399999999998,8634.799999999997,8352.800000000001,8735.500000000002,9572.199999999999,-335.79999999999745,-220.59999999999673,782.7000000000007,579.8000000000029,215.40000000000327,1448.2000000000025,-599.2000000000016,-918.8999999999978
346,M Atkinson,3.0,1.33,1.45,2.6,1.16,4.5,7.5,11.0,3.3,5.0,4.5,3.3,7.0,3.8,4.75,6.0,2.4,9.5,7.0,2.75,17.0,1.75,1.4,1.25,8402.800000000001,9325.3,9004.2,8850.2,9801.000000000004,8136.3,8653.300000000001,8623.300000000001,8623.399999999998,8542.599999999999,8424.399999999998,8634.799999999997,8352.800000000001,8735.500000000002,9572.199999999999,9740.000000000002,-220.59999999999673,782.7000000000007,579.8000000000029,215.40000000000327,1448.2000000000025,-599.2000000000016,-918.8999999999978,-1116.7000000000007
347,M Dean,1.33,1.45,2.6,1.16,4.5,7.5,11.0,4.2,5.0,4.5,3.3,7.0,3.8,4.75,6.0,3.6,9.5,7.0,2.75,17.0,1.75,1.4,1.25,1.83,9325.3,9004.2,8850.2,9801.000000000004,8136.3,8653.300000000001,8623.300000000001,8257.199999999999,8542.599999999999,8424.399999999998,8634.799999999997,8352.800000000001,8735.500000000002,9572.199999999999,9740.000000000002,8684.799999999997,782.7000000000007,579.8000000000029,215.40000000000327,1448.2000000000025,-599.2000000000016,-918.8999999999978,-1116.7000000000007,-427.59999999999854
348,S Hooper,1.45,2.6,1.16,4.5,7.5,11.0,4.2,1.44,4.5,3.3,7.0,3.8,4.75,6.0,3.6,4.75,7.0,2.75,17.0,1.75,1.4,1.25,1.83,7.0,9004.2,8850.2,9801.000000000004,8136.3,8653.300000000001,8623.300000000001,8257.199999999999,8907.300000000001,8424.399999999998,8634.799999999997,8352.800000000001,8735.500000000002,9572.199999999999,9740.000000000002,8684.799999999997,8068.900000000001,579.8000000000029,215.40000000000327,1448.2000000000025,-599.2000000000016,-918.8999999999978,-1116.7000000000007,-427.59999999999854,838.4000000000005
349,A Taylor,2.6,1.16,4.5,7.5,11.0,4.2,1.44,4.75,3.3,7.0,3.8,4.75,6.0,3.6,4.75,4.2,2.75,17.0,1.75,1.4,1.25,1.83,7.0,1.65,8850.2,9801.000000000004,8136.3,8653.300000000001,8623.300000000001,8257.199999999999,8907.300000000001,8515.7,8634.799999999997,8352.800000000001,8735.500000000002,9572.199999999999,9740.000000000002,8684.799999999997,8068.900000000001,9431.300000000003,215.40000000000327,1448.2000000000025,-599.2000000000016,-918.8999999999978,-1116.7000000000007,-427.59999999999854,838.4000000000005,-915.6000000000022
350,P Tierney,1.16,4.5,7.5,11.0,4.2,1.44,4.75,2.05,7.0,3.8,4.75,6.0,3.6,4.75,4.2,3.75,17.0,1.75,1.4,1.25,1.83,7.0,1.65,3.5,9801.000000000004,8136.3,8653.300000000001,8623.300000000001,8257.199999999999,8907.300000000001,8515.7,9179.600000000002,8352.800000000001,8735.500000000002,9572.199999999999,9740.000000000002,8684.799999999997,8068.900000000001,9431.300000000003,8813.600000000002,1448.2000000000025,-599.2000000000016,-918.8999999999978,-1116.7000000000007,-427.59999999999854,838.4000000000005,-915.6000000000022,366.0
351,T Harrington,4.5,7.5,11.0,4.2,1.44,4.75,2.05,1.45,3.8,4.75,6.0,3.6,4.75,4.2,3.75,4.75,1.75,1.4,1.25,1.83,7.0,1.65,3.5,6.5,8136.3,8653.300000000001,8623.300000000001,8257.199999999999,8907.300000000001,8515.7,9179.600000000002,8656.000000000002,8735.500000000002,9572.199999999999,9740.000000000002,8684.799999999997,8068.900000000001,9431.300000000003,8813.600000000002,8112.400000000001,-599.2000000000016,-918.8999999999978,-1116.7000000000007,-427.59999999999854,838.4000000000005,-915.6000000000022,366.0,543.6000000000013
352,M Dean,7.5,11.0,4.2,1.44,4.75,2.05,1.45,2.62,4.75,6.0,3.6,4.75,4.2,3.75,4.75,3.5,1.4,1.25,1.83,7.0,1.65,3.5,6.5,2.62,8653.300000000001,8623.300000000001,8257.199999999999,8907.300000000001,8515.7,9179.600000000002,8656.000000000002,8535.0,9572.199999999999,9740.000000000002,8684.799999999997,8068.900000000001,9431.300000000003,8813.600000000002,8112.400000000001,8501.5,-918.8999999999978,-1116.7000000000007,-427.59999999999854,838.4000000000005,-915.6000000000022,366.0,543.6000000000013,33.5
353,M Oliver,11.0,4.2,1.44,4.75,2.05,1.45,2.62,2.05,6.0,3.6,4.75,4.2,3.75,4.75,3.5,3.6,1.25,1.83,7.0,1.65,3.5,6.5,2.62,3.5,8623.300000000001,8257.199999999999,8907.300000000001,8515.7,9179.600000000002,8656.000000000002,8535.0,8748.100000000002,9740.000000000002,8684.799999999997,8068.900000000001,9431.300000000003,8813.600000000002,8112.400000000001,8501.5,8145.800000000001,-1116.7000000000007,-427.59999999999854,838.4000000000005,-915.6000000000022,366.0,543.6000000000013,33.5,602.3000000000011
354,A Taylor,4.2,1.44,4.75,2.05,1.45,2.62,2.05,7.5,3.6,4.75,4.2,3.75,4.75,3.5,3.6,5.0,1.83,7.0,1.65,3.5,6.5,2.62,3.5,1.4,8257.199999999999,8907.300000000001,8515.7,9179.600000000002,8656.000000000002,8535.0,8748.100000000002,8922.299999999997,8684.799999999997,8068.900000000001,9431.300000000003,8813.600000000002,8112.400000000001,8501.5,8145.800000000001,9809.200000000003,-427.59999999999854,838.4000000000005,-915.6000000000022,366.0,543.6000000000013,33.5,602.3000000000011,-886.9000000000051
355,K Friend,1.44,4.75,2.05,1.45,2.62,2.05,7.5,1.33,4.75,4.2,3.75,4.75,3.5,3.6,5.0,5.25,7.0,1.65,3.5,6.5,2.62,3.5,1.4,9.0,8907.300000000001,8515.7,9179.600000000002,8656.000000000002,8535.0,8748.100000000002,8922.299999999997,9249.000000000002,8068.900000000001,9431.300000000003,8813.600000000002,8112.400000000001,8501.5,8145.800000000001,9809.200000000003,8286.899999999998,838.4000000000005,-915.6000000000022,366.0,543.6000000000013,33.5,602.3000000000011,-886.9000000000051,962.100000000004
356,J Gillett,4.75,2.05,1.45,2.62,2.05,7.5,1.33,3.8,4.2,3.75,4.75,3.5,3.6,5.0,5.25,3.5,1.65,3.5,6.5,2.62,3.5,1.4,9.0,1.95,8515.7,9179.600000000002,8656.000000000002,8535.0,8748.100000000002,8922.299999999997,9249.000000000002,8286.499999999998,9431.300000000003,8813.600000000002,8112.400000000001,8501.5,8145.800000000001,9809.200000000003,8286.899999999998,8807.099999999997,-915.6000000000022,366.0,543.6000000000013,33.5,602.3000000000011,-886.9000000000051,962.100000000004,-520.5999999999985
357,C Kavanagh,2.05,1.45,2.62,2.05,7.5,1.33,3.8,2.0,3.75,4.75,3.5,3.6,5.0,5.25,3.5,3.5,3.5,6.5,2.62,3.5,1.4,9.0,1.95,3.75,9179.600000000002,8656.000000000002,8535.0,8748.100000000002,8922.299999999997,9249.000000000002,8286.499999999998,8694.500000000002,8813.600000000002,8112.400000000001,8501.5,8145.800000000001,9809.200000000003,8286.899999999998,8807.099999999997,8369.2,366.0,543.6000000000013,33.5,602.3000000000011,-886.9000000000051,962.100000000004,-520.5999999999985,325.3000000000011
358,D England,1.45,2.62,2.05,7.5,1.33,3.8,2.0,4.33,4.75,3.5,3.6,5.0,5.25,3.5,3.5,3.6,6.5,2.62,3.5,1.4,9.0,1.95,3.75,1.83,8656.000000000002,8535.0,8748.100000000002,8922.299999999997,9249.000000000002,8286.499999999998,8694.500000000002,8452.7,8112.400000000001,8501.5,8145.800000000001,9809.200000000003,8286.899999999998,8807.099999999997,8369.2,8846.000000000002,543.6000000000013,33.5,602.3000000000011,-886.9000000000051,962.100000000004,-520.5999999999985,325.3000000000011,-393.3000000000011
359,M Atkinson,2.62,2.05,7.5,1.33,3.8,2.0,4.33,7.5,3.5,3.6,5.0,5.25,3.5,3.5,3.6,5.5,2.62,3.5,1.4,9.0,1.95,3.75,1.83,1.33,8535.0,8748.100000000002,8922.299999999997,9249.000000000002,8286.499999999998,8694.500000000002,8452.7,8537.5,8501.5,8145.800000000001,9809.200000000003,8286.899999999998,8807.099999999997,8369.2,8846.000000000002,9636.499999999998,33.5,602.3000000000011,-886.9000000000051,962.100000000004,-520.5999999999985,325.3000000000011,-393.3000000000011,-1098.9999999999982
360,A Taylor,2.05,7.5,1.33,3.8,2.0,4.33,7.5,1.9,3.6,5.0,5.25,3.5,3.5,3.6,5.5,3.4,3.5,1.4,9.0,1.95,3.75,1.83,1.33,4.33,8748.100000000002,8922.299999999997,9249.000000000002,8286.499999999998,8694.500000000002,8452.7,8537.5,8793.300000000003,8145.800000000001,9809.200000000003,8286.899999999998,8807.099999999997,8369.2,8846.000000000002,9636.499999999998,8428.900000000001,602.3000000000011,-886.9000000000051,962.100000000004,-520.5999999999985,325.3000000000011,-393.3000000000011,-1098.9999999999982,364.40000000000146
361,P Tierney,7.5,1.33,3.8,2.0,4.33,7.5,1.9,2.05,5.0,5.25,3.5,3.5,3.6,5.5,3.4,3.5,1.4,9.0,1.95,3.75,1.83,1.33,4.33,3.6,8922.299999999997,9249.000000000002,8286.499999999998,8694.500000000002,8452.7,8537.5,8793.300000000003,8744.400000000001,9809.200000000003,8286.899999999998,8807.099999999997,8369.2,8846.000000000002,9636.499999999998,8428.900000000001,8321.899999999998,-886.9000000000051,962.100000000004,-520.5999999999985,325.3000000000011,-393.3000000000011,-1098.9999999999982,364.40000000000146,422.50000000000364
362,S Attwell,1.33,3.8,2.0,4.33,7.5,1.9,2.05,1.4,5.25,3.5,3.5,3.6,5.5,3.4,3.5,4.75,9.0,1.95,3.75,1.83,1.33,4.33,3.6,8.0,9249.000000000002,8286.499999999998,8694.500000000002,8452.7,8537.5,8793.300000000003,8744.400000000001,9390.3,8286.899999999998,8807.099999999997,8369.2,8846.000000000002,9636.499999999998,8428.900000000001,8321.899999999998,8881.999999999996,962.100000000004,-520.5999999999985,325.3000000000011,-393.3000000000011,-1098.9999999999982,364.40000000000146,422.50000000000364,508.3000000000029
363,A Taylor,3.8,2.0,4.33,7.5,1.9,2.05,1.4,4.2,3.5,3.5,3.6,5.5,3.4,3.5,4.75,3.6,1.95,3.75,1.83,1.33,4.33,3.6,8.0,1.85,8286.499999999998,8694.500000000002,8452.7,8537.5,8793.300000000003,8744.400000000001,9390.3,7600.0,8807.099999999997,8369.2,8846.000000000002,9636.499999999998,8428.900000000001,8321.899999999998,8881.999999999996,8000.0,-520.5999999999985,325.3000000000011,-393.3000000000011,-1098.9999999999982,364.40000000000146,422.50000000000364,508.3000000000029,-400.0
364,C Pawson,2.0,4.33,7.5,1.9,2.05,1.4,4.2,5.5,3.5,3.6,5.5,3.4,3.5,4.75,3.6,4.0,3.75,1.83,1.33,4.33,3.6,8.0,1.85,1.61,8694.500000000002,8452.7,8537.5,8793.300000000003,8744.400000000001,9390.3,7600.0,7800.0,8369.2,8846.000000000002,9636.499999999998,8428.900000000001,8321.899999999998,8881.999999999996,8000.0,8400.0,325.3000000000011,-393.3000000000011,-1098.9999999999982,364.40000000000146,422.50000000000364,508.3000000000029,-400.0,-600.0
365,R Jones,4.33,7.5,1.9,2.05,1.4,4.2,5.5,2.25,3.6,5.5,3.4,3.5,4.75,3.6,4.0,3.4,1.83,1.33,4.33,3.6,8.0,1.85,1.61,3.2,8452.7,8537.5,8793.300000000003,8744.400000000001,9390.3,7600.0,7800.0,7600.0,8846.000000000002,9636.499999999998,8428.900000000001,8321.899999999998,8881.999999999996,8000.0,8400.0,7900.0,-393.3000000000011,-1098.9999999999982,364.40000000000146,422.50000000000364,508.3000000000029,-400.0,-600.0,-300.0
366,A Madley,7.5,1.9,2.05,1.4,4.2,5.5,2.25,11.0,5.5,3.4,3.5,4.75,3.6,4.0,3.4,6.0,1.33,4.33,3.6,8.0,1.85,1.61,3.2,1.25,8537.5,8793.300000000003,8744.400000000001,9390.3,7600.0,7800.0,7600.0,7600.0,9636.499999999998,8428.900000000001,8321.899999999998,8881.999999999996,8000.0,8400.0,7900.0,8500.0,-1098.9999999999982,364.40000000000146,422.50000000000364,508.3000000000029,-400.0,-600.0,-300.0,-900.0
367,S Hooper,1.9,2.05,1.4,4.2,5.5,2.25,11.0,1.66,3.4,3.5,4.75,3.6,4.0,3.4,6.0,3.8,4.33,3.6,8.0,1.85,1.61,3.2,1.25,5.25,8793.300000000003,8744.400000000001,9390.3,7600.0,7800.0,7600.0,7600.0,7800.0,8428.900000000001,8321.899999999998,8881.999999999996,8000.0,8400.0,7900.0,8500.0,7600.0,364.40000000000146,422.50000000000364,508.3000000000029,-400.0,-600.0,-300.0,-900.0,200.0
368,P Bankes,2.05,1.4,4.2,5.5,2.25,11.0,1.66,3.75,3.5,4.75,3.6,4.0,3.4,6.0,3.8,3.5,3.6,8.0,1.85,1.61,3.2,1.25,5.25,2.0,8744.400000000001,9390.3,7600.0,7800.0,7600.0,7600.0,7800.0,7400.0,8321.899999999998,8881.999999999996,8000.0,8400.0,7900.0,8500.0,7600.0,7900.0,422.50000000000364,508.3000000000029,-400.0,-600.0,-300.0,-900.0,200.0,-500.0
369,A Marriner,1.4,4.2,5.5,2.25,11.0,1.66,3.75,1.33,4.75,3.6,4.0,3.4,6.0,3.8,3.5,5.5,8.0,1.85,1.61,3.2,1.25,5.25,2.0,8.5,9390.3,7600.0,7800.0,7600.0,7600.0,7800.0,7400.0,8100.0,8881.999999999996,8000.0,8400.0,7900.0,8500.0,7600.0,7900.0,7500.0,508.3000000000029,-400.0,-600.0,-300.0,-900.0,200.0,-500.0,600.0
370,M Oliver,4.2,5.5,2.25,11.0,1.66,3.75,1.33,8.0,3.6,4.0,3.4,6.0,3.8,3.5,5.5,5.0,1.85,1.61,3.2,1.25,5.25,2.0,8.5,1.36,7600.0,7800.0,7600.0,7600.0,7800.0,7400.0,8100.0,8000.0,8000.0,8400.0,7900.0,8500.0,7600.0,7900.0,7500.0,8500.0,-400.0,-600.0,-300.0,-900.0,200.0,-500.0,600.0,-500.0
371,J Gillett,5.5,2.25,11.0,1.66,3.75,1.33,8.0,2.0,4.0,3.4,6.0,3.8,3.5,5.5,5.0,3.75,1.61,3.2,1.25,5.25,2.0,8.5,1.36,3.5,7800.0,7600.0,7600.0,7800.0,7400.0,8100.0,8000.0,7900.0,8400.0,7900.0,8500.0,7600.0,7900.0,7500.0,8500.0,7500.0,-600.0,-300.0,-900.0,200.0,-500.0,600.0,-500.0,400.0
372,P Tierney,2.25,11.0,1.66,3.75,1.33,8.0,2.0,1.6,3.4,6.0,3.8,3.5,5.5,5.0,3.75,4.2,3.2,1.25,5.25,2.0,8.5,1.36,3.5,5.25,7600.0,7600.0,7800.0,7400.0,8100.0,8000.0,7900.0,8200.0,7900.0,8500.0,7600.0,7900.0,7500.0,8500.0,7500.0,7600.0,-300.0,-900.0,200.0,-500.0,600.0,-500.0,400.0,600.0
373,D Coote,11.0,1.66,3.75,1.33,8.0,2.0,1.6,1.06,6.0,3.8,3.5,5.5,5.0,3.75,4.2,13.0,1.25,5.25,2.0,8.5,1.36,3.5,5.25,29.0,7600.0,7800.0,7400.0,8100.0,8000.0,7900.0,8200.0,8500.0,8500.0,7600.0,7900.0,7500.0,8500.0,7500.0,7600.0,7400.0,-900.0,200.0,-500.0,600.0,-500.0,400.0,600.0,1100.0
374,M Oliver,1.66,3.75,1.33,8.0,2.0,1.6,1.06,1.8,3.8,3.5,5.5,5.0,3.75,4.2,13.0,3.5,5.25,2.0,8.5,1.36,3.5,5.25,29.0,4.75,7800.0,7400.0,8100.0,8000.0,7900.0,8200.0,8500.0,7900.0,7600.0,7900.0,7500.0,8500.0,7500.0,7600.0,7400.0,7800.0,200.0,-500.0,600.0,-500.0,400.0,600.0,1100.0,100.0
375,D England,3.75,1.33,8.0,2.0,1.6,1.06,1.8,1.53,3.5,5.5,5.0,3.75,4.2,13.0,3.5,4.33,2.0,8.5,1.36,3.5,5.25,29.0,4.75,5.75,7400.0,8100.0,8000.0,7900.0,8200.0,8500.0,7900.0,8000.0,7900.0,7500.0,8500.0,7500.0,7600.0,7400.0,7800.0,7900.0,-500.0,600.0,-500.0,400.0,600.0,1100.0,100.0,100.0
376,J Brooks,1.33,8.0,2.0,1.6,1.06,1.8,1.53,2.3,5.5,5.0,3.75,4.2,13.0,3.5,4.33,3.3,8.5,1.36,3.5,5.25,29.0,4.75,5.75,3.2,8100.0,8000.0,7900.0,8200.0,8500.0,7900.0,8000.0,7900.0,7500.0,8500.0,7500.0,7600.0,7400.0,7800.0,7900.0,7600.0,600.0,-500.0,400.0,600.0,1100.0,100.0,100.0,300.0
377,S Attwell,8.0,2.0,1.6,1.06,1.8,1.53,2.3,3.75,5.0,3.75,4.2,13.0,3.5,4.33,3.3,3.5,1.36,3.5,5.25,29.0,4.75,5.75,3.2,2.0,8000.0,7900.0,8200.0,8500.0,7900.0,8000.0,7900.0,7500.0,8500.0,7500.0,7600.0,7400.0,7800.0,7900.0,7600.0,8200.0,-500.0,400.0,600.0,1100.0,100.0,100.0,300.0,-700.0
378,T Harrington,2.0,1.6,1.06,1.8,1.53,2.3,3.75,2.25,3.75,4.2,13.0,3.5,4.33,3.3,3.5,3.5,3.5,5.25,29.0,4.75,5.75,3.2,2.0,3.1,7900.0,8200.0,8500.0,7900.0,8000.0,7900.0,7500.0,7500.0,7500.0,7600.0,7400.0,7800.0,7900.0,7600.0,8200.0,7600.0,400.0,600.0,1100.0,100.0,100.0,300.0,-700.0,-100.0
379,G Scott,1.6,1.06,1.8,1.53,2.3,3.75,2.25,2.45,4.2,13.0,3.5,4.33,3.3,3.5,3.5,3.2,5.25,29.0,4.75,5.75,3.2,2.0,3.1,3.0,8200.0,8500.0,7900.0,8000.0,7900.0,7500.0,7500.0,7600.0,7600.0,7400.0,7800.0,7900.0,7600.0,8200.0,7600.0,7800.0,600.0,1100.0,100.0,100.0,300.0,-700.0,-100.0,-200.0
380,A Taylor,1.06,1.8,1.53,2.3,3.75,2.25,2.45,2.25,13.0,3.5,4.33,3.3,3.5,3.5,3.2,3.4,29.0,4.75,5.75,3.2,2.0,3.1,3.0,3.2,8500.0,7900.0,8000.0,7900.0,7500.0,7500.0,7600.0,8400.0,7400.0,7800.0,7900.0,7600.0,8200.0,7600.0,7800.0,8100.0,1100.0,100.0,100.0,300.0,-700.0,-100.0,-200.0,300.0
381,R Jones,1.8,1.53,2.3,3.75,2.25,2.45,2.25,4.2,3.5,4.33,3.3,3.5,3.5,3.2,3.4,3.6,4.75,5.75,3.2,2.0,3.1,3.0,3.2,1.85,7900.0,8000.0,7900.0,7500.0,7500.0,7600.0,8400.0,7600.0,7800.0,7900.0,7600.0,8200.0,7600.0,7800.0,8100.0,8000.0,100.0,100.0,300.0,-700.0,-100.0,-200.0,300.0,-400.0
382,P Tierney,1.53,2.3,3.75,2.25,2.45,2.25,4.2,1.18,4.33,3.3,3.5,3.5,3.2,3.4,3.6,6.75,5.75,3.2,2.0,3.1,3.0,3.2,1.85,16.0,8000.0,7900.0,7500.0,7500.0,7600.0,8400.0,7600.0,8500.0,7900.0,7600.0,8200.0,7600.0,7800.0,8100.0,8000.0,7600.0,100.0,300.0,-700.0,-100.0,-200.0,300.0,-400.0,900.0
383,M Salisbury,2.3,3.75,2.25,2.45,2.25,4.2,1.18,1.83,3.3,3.5,3.5,3.2,3.4,3.6,6.75,4.0,3.2,2.0,3.1,3.0,3.2,1.85,16.0,4.0,7900.0,7500.0,7500.0,7600.0,8400.0,7600.0,8500.0,7952.7,7600.0,8200.0,7600.0,7800.0,8100.0,8000.0,7600.0,7545.6,300.0,-700.0,-100.0,-200.0,300.0,-400.0,900.0,407.09999999999945
384,C Pawson,3.75,2.25,2.45,2.25,4.2,1.18,1.83,8.0,3.5,3.5,3.2,3.4,3.6,6.75,4.0,4.75,2.0,3.1,3.0,3.2,1.85,16.0,4.0,1.4,7500.0,7500.0,7600.0,8400.0,7600.0,8500.0,7952.7,7442.7,8200.0,7600.0,7800.0,8100.0,8000.0,7600.0,7545.6,8051.5,-700.0,-100.0,-200.0,300.0,-400.0,900.0,407.09999999999945,-608.8000000000002
